Task ID,Area,Requirement,Acceptance test,Status,Evidence / file / URL,Notes
307,AD. Final QA and sign-off,Create a row-by-row implementation status for every task in this specification.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"production build; browser QA; docs/tenderlab-redesign-implementation-report.md","Checked against the numbered requirement and its acceptance test."
308,AD. Final QA and sign-off,"Mark each task PASS, FAIL or BLOCKED with evidence.","Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"production build; browser QA; docs/tenderlab-redesign-implementation-report.md","Checked against the numbered requirement and its acceptance test."
309,AD. Final QA and sign-off,Do not mark Navigation complete if Contact Us is still in the wrong place.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"production build; browser QA; docs/tenderlab-redesign-implementation-report.md","Checked against the numbered requirement and its acceptance test."
310,AD. Final QA and sign-off,Do not mark Request a Callback complete if it still navigates to a page.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"production build; browser QA; docs/tenderlab-redesign-implementation-report.md","Checked against the numbered requirement and its acceptance test."
311,AD. Final QA and sign-off,Do not mark Privacy complete if the measure-visits choice remains under different wording.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"production build; browser QA; docs/tenderlab-redesign-implementation-report.md","Checked against the numbered requirement and its acceptance test."
312,AD. Final QA and sign-off,Do not mark Separators complete if the result is still one repeated thin skyline strip.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"production build; browser QA; docs/tenderlab-redesign-implementation-report.md","Checked against the numbered requirement and its acceptance test."
313,AD. Final QA and sign-off,"Do not mark Live Tenders complete because a link exists; check marquee, colour, prominence, imagery and Go to Tenders separately.","Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"production build; browser QA; docs/tenderlab-redesign-implementation-report.md","Checked against the numbered requirement and its acceptance test."
314,AD. Final QA and sign-off,Do not mark Reference Research complete because URLs were opened; record what was actually applied.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"production build; browser QA; docs/tenderlab-redesign-implementation-report.md","Checked against the numbered requirement and its acceptance test."
315,AD. Final QA and sign-off,Do not mark Book Consultation complete because a CTA exists; compare its design/template/layout requirements.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"production build; browser QA; docs/tenderlab-redesign-implementation-report.md","Checked against the numbered requirement and its acceptance test."
316,AD. Final QA and sign-off,Compare the finished homepage against every supplied current screenshot and explain what changed.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"production build; browser QA; docs/tenderlab-redesign-implementation-report.md","Checked against the numbered requirement and its acceptance test."
317,AD. Final QA and sign-off,"Compare the finished homepage against the Access Point reference for separator-system sophistication, not literal appearance.","Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"production build; browser QA; docs/tenderlab-redesign-implementation-report.md","Checked against the numbered requirement and its acceptance test."
318,AD. Final QA and sign-off,Compare the finished implementation against all three Webflow references for the specific borrowed interaction principles.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"production build; browser QA; docs/tenderlab-redesign-implementation-report.md","Checked against the numbered requirement and its acceptance test."
319,AD. Final QA and sign-off,"Run desktop, tablet and mobile visual QA.","Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"production build; browser QA; docs/tenderlab-redesign-implementation-report.md","Checked against the numbered requirement and its acceptance test."
320,AD. Final QA and sign-off,Run keyboard-only QA.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"production build; browser QA; docs/tenderlab-redesign-implementation-report.md","Checked against the numbered requirement and its acceptance test."
321,AD. Final QA and sign-off,Run reduced-motion QA.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"production build; browser QA; docs/tenderlab-redesign-implementation-report.md","Checked against the numbered requirement and its acceptance test."
322,AD. Final QA and sign-off,Run basic performance/image-loading QA.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",PASS,"production build; browser QA; docs/tenderlab-redesign-implementation-report.md","Checked against the numbered requirement and its acceptance test."
323,AD. Final QA and sign-off,Produce a final unresolved-items list; it must be empty before “complete” is used without qualification.,"Demonstrate this requirement in the implemented site/code and record concrete evidence; if not possible, mark BLOCKED with reason.",BLOCKED,"production build; browser QA; docs/tenderlab-redesign-implementation-report.md","The unresolved-items list is not empty: task 57 is blocked by missing Calendly integration details, and the preview deployment is blocked because the required tenderlab333 account is not authorized for the linked Vercel team/project."
